,title,new_tag,imdbId,pop_score,poster_url
1018,Paterson,(no genres listed),5247022,4.51,"https://m.media-amazon.com/images/M/MV5BMTUzODA4Nzk0OF5BMl5BanBnXkFtZTgwNzE1MDIwMDI@._V1_SX101_CR0,0,101,150_.jpg"
843,Matrix (1999),Action,133093,6.972446043,"https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg"
1299,Star Wars: Episode IV - A New Hope (1977),Action,76759,6.741075697,"https://m.media-amazon.com/images/M/MV5BOTA5NjhiOTAtZWM0ZC00MWNhLThiMzEtZDFkOTk2OTU1ZDJkXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_SX101_CR0,0,101,150_.jpg"
439,Fight Club (1999),Action,137523,6.45293578,"https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg"
193,Braveheart (1995),Action,112573,6.40164557,"https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg"
1300,Star Wars: Episode V - The Empire Strikes Back (1980),Action,80684,6.32563981,"https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg"
789,Lord of the Rings: The Fellowship of the Ring (2001),Adventure,120737,6.086060606,"https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SY150_CR0,0,101,150_.jpg"
1415,Toy Story (1995),Adventure,114709,6.070930233,"https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_SX101_CR0,0,101,150_.jpg"
791,Lord of the Rings: The Two Towers(2002),Adventure,167261,5.901276596,"https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg"
82,Apollo 13 (1995),Adventure,112384,5.855771144,"https://m.media-amazon.com/images/M/MV5BMjc4MzZlNmQtN2ZlOS00OGQzLWI5YjEtNDQ2YmZlN2FjNTIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX101_CR0,0,101,150_.jpg"
106,Back to the Future (1985),Adventure,88763,5.748011696,"https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg"
126,Beauty and the Beast (1991),Animation,101414,5.230547945,"https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg"
895,More (1998),Animation,188913,5.01,"https://m.media-amazon.com/images/M/MV5BMmYwNWRmNTAtZjYyZC00YzdiLWJlNjItYmJkODEyYWFjYWM0XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX101_CR0,0,101,150_.jpg"
1265,"South Park: Bigger, Longer and Uncut (1999)",Animation,158983,4.621842105,"https://m.media-amazon.com/images/M/MV5BOGE0ZWI0YzAtY2NkZi00YjkyLWIzYWEtNTJmMzJjODllNjdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg"
1478,Wallace & Gromit: The Wrong Trousers (1993),Animation,108598,4.595714286,"https://m.media-amazon.com/images/M/MV5BYWFlOGE2NTUtODcwMy00NTIxLTk2NGEtNjIzN2U3NjA5MmZhXkEyXkFqcGdeQXVyNTA4NzExMDg@._V1_SY150_CR2,0,101,150_.jpg"
1105,Ratatouille (2007),Animation,382932,4.588055556,"https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SY150_CR0,0,101,150_.jpg"
382,E.T. the Extra-Terrestrial (1982),Children,83866,4.986393443,"https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg"
101,Babe (1995),Children,112431,4.93234375,"https://m.media-amazon.com/images/M/MV5BY2FhNjFjNGUtM2UzMS00YTljLWJmYTctMzYyZjNmNTQyNDQ0XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX101_CR0,0,101,150_.jpg"
1259,Son of Rambow (2007),Children,845046,4.696666667,"https://m.media-amazon.com/images/M/MV5BMTM1MjM0ODc5N15BMl5BanBnXkFtZTcwMjMxMDg1MQ@@._V1_SY150_CR0,0,101,150_.jpg"
687,It's a Wonderful Life (1946),Children,38650,4.614482759,"https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SY150_CR1,0,101,150_.jpg"
835,Mary Poppins (1964),Children,58331,4.597323944,"https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX101_CR0,0,101,150_.jpg"
460,Forrest Gump (1994),Comedy,109830,7.454133739,"https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR1,0,101,150_.jpg"
1078,Pulp Fiction (1994),Comedy,110912,7.267068404,"https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR1,0,101,150_.jpg"
426,Fargo (1996),Comedy,116282,5.926022099,"https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg"
53,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy,211915,5.383333333,https://fr.web.img6.acsta.net/r_1280_720/img/8b/76/8b76a9d194600c8c0268b654349217be.jpg
372,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy,57012,5.238041237,"https://m.media-amazon.com/images/M/MV5BMWMxYjZkOWUtM2FjMi00MmI1LThkNzQtNTM5Y2E2ZGQ2NGFhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_SX101_CR0,0,101,150_.jpg"
1213,Shawshank Redemption (1994),Crime,111161,7.599022082,"https://m.media-amazon.com/images/M/MV5BNDE3ODcxYzMtY2YzZC00NmNlLWJiNDMtZDViZWM2MzIxZDYwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_SX101_CR0,0,101,150_.jpg"
1230,Silence of the Lambs (1991),Crime,102926,6.951290323,"https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg"
1451,"Usual Suspects, The (1995)",Crime,114814,6.277745098,"https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg"
515,"Godfather, The (1972)",Crime,68646,6.2090625,"https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR2,0,101,150_.jpg"
516,"Godfather: Part II, The (1974)",Crime,71562,5.549689922,"https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR2,0,101,150_.jpg"
1506,Who Killed Chea Vichea? (2010),Documentary,1276121,5.01,"https://m.media-amazon.com/images/M/MV5BMTc2MDQyNDIwNV5BMl5BanBnXkFtZTgwNzk0Nzc1NDE@._V1_SY150_CR6,0,101,150_.jpg"
1510,"Wild Parrots of Telegraph Hill, The (2003)",Documentary,424565,4.77,"https://m.media-amazon.com/images/M/MV5BOTYyODY0ODk5NF5BMl5BanBnXkFtZTcwNTU2OTgyMQ@@._V1_SY150_CR0,0,101,150_.jpg"
607,Hoop Dreams (1994),Documentary,110057,4.583103448,"https://m.media-amazon.com/images/M/MV5BNmNjMTU2MzQtMzNkNy00YjQ1LTg0M2ItMzM2MDYwYmUyMjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX101_CR0,0,101,150_.jpg"
340,Deliver Us from Evil (2006),Documentary,814075,4.52,"https://m.media-amazon.com/images/M/MV5BMTM1NTM5MDQ3Ml5BMl5BanBnXkFtZTcwMjMzMjgzMQ@@._V1_SY150_CR0,0,101,150_.jpg"
453,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary,317910,4.437692308,"https://m.media-amazon.com/images/M/MV5BMTc3MTA4NDgzNl5BMl5BanBnXkFtZTcwOTAxNTQyMQ@@._V1_SY150_CR1,0,101,150_.jpg"
1175,Schindler's List (1993),Drama,108052,6.425,"https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg"
1241,"Sixth Sense, The (1999)",Drama,167404,5.683854749,"https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SY150_CR0,0,101,150_.jpg"
985,One Flew Over the Cuckoo's Nest (1975),Drama,73486,5.533007519,"https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg"
528,Good Will Hunting (1997),Drama,119217,5.488014184,"https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg"
402,Eternal Sunshine of the Spotless Mind (2004),Drama,338013,5.470305344,"https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SY150_CR0,0,101,150_.jpg"
70,"Andalusian Dog, An (Chien andalou, Un) (1929)",Fantasy,20530,4.54,"https://m.media-amazon.com/images/M/MV5BMjZlY2RjM2ItZGEwOC00ODQwLWFhZDYtMjE3ODMyYWNiOWNlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY150_CR2,0,101,150_.jpg"
1245,Sleepy Hollow (1999),Fantasy,162661,4.095806452,"https://m.media-amazon.com/images/M/MV5BMTQ4Yjk5ODEtNGFkOS00OTY1LTgwYTYtOTFkNmU2NzBmNGM2XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX101_CR0,0,101,150_.jpg"
407,"Evil Dead, The (1981)",Fantasy,83907,4.038181818,"https://m.media-amazon.com/images/M/MV5BNjRmY2NmN2UtMmRlMS00Mjg2LTgwNjUtZjYyZjc0NDJjODFkXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX101_CR0,0,101,150_.jpg"
816,"Maltese Falcon, The (1941)",Film-Noir,33870,4.610454545,"https://m.media-amazon.com/images/M/MV5BZjIwNGM1ZTUtOThjYS00NDdiLTk2ZDYtNGY5YjJkNzliM2JjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX101_CR0,0,101,150_.jpg"
1386,"Third Man, The (1949)",Film-Noir,41959,4.469166667,"https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg"
962,Notorious (1946),Film-Noir,38787,4.45,"https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX101_CR0,0,101,150_.jpg"
995,Out of the Past (1947),Film-Noir,39689,4.165,"https://m.media-amazon.com/images/M/MV5BMDE0MjYxYmMtM2VhMC00MjhiLTg5NjItMDkzZGM5MGVlYjMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX101_CR0,0,101,150_.jpg"
1330,Suspicion (1941),Film-Noir,34248,4.05,"https://m.media-amazon.com/images/M/MV5BOTFlY2FiMzUtYTNlOC00OTQxLTgxMzgtNWUxNGJhMzNjMzNhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX101_CR0,0,101,150_.jpg"
44,Alien (1979),Horror,78748,5.429178082,"https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX101_CR0,0,101,150_.jpg"
1216,"Shining, The (1980)",Horror,81505,5.172568807,"https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg"
411,"Exorcist, The (1973)",Horror,70047,4.331886792,"https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX101_CR0,0,101,150_.jpg"
580,"Haunting, The (1963)",Horror,57129,4.07,"https://m.media-amazon.com/images/M/MV5BMTU0MTkzMDI0MV5BMl5BanBnXkFtZTgwODI5NTAxNzE@._V1_SX101_CR0,0,101,150_.jpg"
158,"Birds, The (1963)",Horror,56869,4.042272727,"https://m.media-amazon.com/images/M/MV5BMTAxNDA1ODc5MDleQTJeQWpwZ15BbWU4MDg2MDA4OTEx._V1_SX101_CR0,0,101,150_.jpg"
1263,"Sound of Music, The (1965)",Musical,59742,4.5775,"https://m.media-amazon.com/images/M/MV5BYThiZTY5MTAtODgwNS00OGNjLThjYzItOTcxYmYxMGY5MzBjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX101_CR0,0,101,150_.jpg"
973,Oklahoma! (1955),Musical,48445,4.52,"https://m.media-amazon.com/images/M/MV5BNTJjMjY5YzMtZGUzNS00NDgzLTllZjctZjgyNjJmZmFhYzVlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX101_CR0,0,101,150_.jpg"
852,Meet Me in St. Louis (1944),Musical,37059,4.2,"https://m.media-amazon.com/images/M/MV5BMzkwNzE4MjEtZDcxNi00YmE5LWFmZmQtZGY1N2I2MDBkMmEzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX101_CR0,0,101,150_.jpg"
1264,South Pacific (1958),Musical,52225,3.867777778,"https://m.media-amazon.com/images/M/MV5BNjc1MDM0MDM4Nl5BMl5BanBnXkFtZTgwMDMwMTgxMTE@._V1_SY150_CR0,0,101,150_.jpg"
62,"American in Paris, An (1951)",Musical,43278,3.828333333,"https://m.media-amazon.com/images/M/MV5BMzFkNGM0YTUtZjY5Ny00NzBkLWE1NTAtYzUxNjUyZmJlODMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX101_CR0,0,101,150_.jpg"
1197,Seven (a.k.a. Se7en) (1995),Mystery,114369,6.005369458,"https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg"
1434,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery,114746,5.753050847,"https://m.media-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg"
856,Memento (2000),Mystery,209144,5.712641509,"https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg"
1108,Rear Window (1954),Mystery,47396,5.101904762,"https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg"
974,Old Boy (2003),Mystery,364569,4.47974359,"https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_SY150_CR0,0,101,150_.jpg"
697,"Jetée, La (1962)",Romance,56119,4.52,"https://m.media-amazon.com/images/M/MV5BODgyNzEyMzEtZjUyOC00YzNiLWE2YTAtNDQ1MzQ0NmY5YjA2XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_SX101_CR0,0,101,150_.jpg"
582,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance,291579,4.51,"https://m.media-amazon.com/images/M/MV5BMjE0NzcwMjM4Ml5BMl5BanBnXkFtZTcwMjgyMjEyMQ@@._V1_SY150_CR1,0,101,150_.jpg"
398,Enigma (2001),Romance,157583,3.212857143,"https://m.media-amazon.com/images/M/MV5BNTI5ODU3N2UtM2QzNS00NjM1LWExNzMtNjgzYWQ5MWNkYTJmXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX101_CR0,0,101,150_.jpg"
1450,Upstream Color (2013),Romance,2084989,3.196666667,"https://m.media-amazon.com/images/M/MV5BMTQzMzQ4MDAyNF5BMl5BanBnXkFtZTcwNzE0MDk3OA@@._V1_SY150_CR0,0,101,150_.jpg"
425,"Farewell to Arms, A (1932)",Romance,22879,3.01,"https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_SX101_CR0,0,101,150_.jpg"
673,Interstellar (2014),Sci-Fi,816692,4.723150685,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg"
88,Arrival (2016),Sci-Fi,2543164,4.240769231,"https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX101_CR0,0,101,150_.jpg"
170,Blade Runner 2049 (2017),Sci-Fi,1856101,3.985555556,"https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SY150_CR0,0,101,150_.jpg"
1274,Sphere (1998),Sci-Fi,120184,2.990869565,"https://m.media-amazon.com/images/M/MV5BMTYyMTBlM2UtNWE1Ni00ZDg4LTliODQtYTFhZWIwNTAyNTg3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg"
477,"Fugitive, The (1993)",Thriller,106977,5.892105263,"https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg"
220,Cape Fear (1991),Thriller,101540,4.03,"https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX101_CR0,0,101,150_.jpg"
332,"Dead Zone, The (1983)",Thriller,85407,3.883333333,"https://m.media-amazon.com/images/M/MV5BMDk2ZGVkY2UtZGE0MS00NTY1LThiZjYtYjQxMTAwMjM5M2VlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX101_CR0,0,101,150_.jpg"
2,10 Cloverfield Lane (2016),Thriller,1179933,3.818571429,"https://m.media-amazon.com/images/M/MV5BMjEzMjczOTIxMV5BMl5BanBnXkFtZTgwOTUwMjI3NzE@._V1_SY150_CR0,0,101,150_.jpg"
1002,Panic Room (2002),Thriller,258000,3.37,"https://m.media-amazon.com/images/M/MV5BNmY4ZGFjYTYtMDNmYi00ZDM4LWFjYTgtNmNlZjBmMzg0MzQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX101_CR0,0,101,150_.jpg"
1425,True Grit (2010),Western,1403865,4.03,"https://m.media-amazon.com/images/M/MV5BMTU5MjU3MTI4OF5BMl5BanBnXkFtZTcwMTQxOTAxNA@@._V1_SY150_CR0,0,101,150_.jpg"
1362,The Hateful Eight (2015),Western,3460252,3.93,"https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_SY150_CR0,0,101,150_.jpg"
